Age,Gender,Daily_Steps,Resting_Heart_Rate,Active_Heart_Rate,Hours_of_Sleep,Daily_Calorie_Intake,Stress_Level,Sleep_Quality,Daily_Activity_Type,Mood
31.0,Male,10510.0,75.0,111.0,8.6,4000.0,2.0,88.0,Sedentary,Happy
32.0,Female,5416.0,59.0,116.0,6.6,3258.0,4.0,81.0,Sedentary,Neutral
42.0,Female,11004.0,64.0,118.0,7.8,4000.0,2.0,92.0,Sedentary,Neutral
39.0,Male,6614.0,75.0,114.0,8.5,3445.0,1.0,92.0,Moderate,Neutral
34.0,Female,8011.0,62.0,99.0,9.6,4000.0,2.0,77.0,Moderate,Happy
53.0,Female,7486.0,71.0,123.0,7.0,3723.0,7.0,70.0,Intense,Neutral
18.0,Male,8570.0,70.0,98.0,5.4,4000.0,1.0,99.0,Intense,Happy
41.0,Female,6532.0,61.0,134.0,8.7,3302.0,3.0,87.0,Moderate,Happy
43.0,Female,11119.0,62.0,138.0,9.1,4000.0,5.0,75.0,Moderate,Neutral
48.0,Female,7497.0,54.0,119.0,8.3,3747.0,8.0,66.0,Intense,Neutral
34.0,Male,9091.0,45.0,118.0,7.6,4000.0,7.0,67.0,Sedentary,Neutral
37.0,Female,8328.0,58.0,97.0,8.7,3964.0,1.0,93.0,Moderate,Happy
46.0,Male,4959.0,66.0,114.0,6.5,3097.0,6.0,71.0,Moderate,Happy
52.0,Male,12047.0,55.0,97.0,7.1,4000.0,3.0,86.0,Sedentary,Happy
31.0,Male,6045.0,69.0,128.0,8.3,3438.0,1.0,100.0,Sedentary,Neutral
,Female,10426.0,61.0,109.0,7.6,4000.0,7.0,73.0,Sedentary,Happy
55.0,Male,10186.0,72.0,116.0,8.6,4000.0,5.0,81.0,Sedentary,Sad
18.0,Female,3503.0,56.0,104.0,4.6,2505.0,4.0,87.0,Sedentary,Neutral
26.0,Male,7460.0,64.0,125.0,6.7,3682.0,7.0,66.0,Intense,Sad
52.0,Female,9739.0,55.0,120.0,8.3,4000.0,3.0,90.0,Sedentary,Happy
48.0,Male,7131.0,49.0,92.0,6.9,3681.0,10.0,48.0,Sedentary,Happy
41.0,Male,7616.0,62.0,83.0,8.1,3834.0,5.0,67.0,Moderate,Neutral
29.0,Other,8651.0,55.0,115.0,6.3,3918.0,5.0,80.0,Sedentary,Sad
24.0,Male,6872.0,64.0,124.0,9.1,3572.0,7.0,64.0,Moderate,Sad
27.0,Male,9071.0,68.0,118.0,6.5,4000.0,6.0,76.0,Moderate,Neutral
53.0,Female,8127.0,53.0,125.0,5.8,3829.0,4.0,85.0,Moderate,Neutral
27.0,Female,7409.0,71.0,144.0,6.6,3825.0,10.0,62.0,Sedentary,Neutral
36.0,Male,5088.0,55.0,115.0,8.3,3062.0,0.0,98.0,Sedentary,Sad
25.0,Female,9216.0,59.0,139.0,6.6,4000.0,7.0,62.0,Moderate,Happy
45.0,Female,1000.0,59.0,111.0,3.6,1856.0,5.0,75.0,Moderate,Neutral
28.0,Male,8786.0,66.0,114.0,6.0,4000.0,6.0,68.0,Sedentary,Happy
33.0,,8044.0,69.0,114.0,7.0,3877.0,0.0,100.0,Sedentary,Neutral
18.0,Male,5560.0,69.0,104.0,7.2,3064.0,5.0,70.0,Moderate,Neutral
18.0,Male,3831.0,59.0,133.0,8.3,2609.0,6.0,73.0,Sedentary,Happy
35.0,Male,9254.0,69.0,134.0,6.3,,10.0,44.0,Moderate,Neutral
19.0,Male,,71.0,88.0,6.1,3708.0,9.0,51.0,Sedentary,Happy
60.0,Male,8415.0,60.0,105.0,6.9,3936.0,5.0,74.0,Moderate,Happy
18.0,Male,2487.0,52.0,138.0,6.4,2307.0,7.0,66.0,Moderate,Neutral
25.0,Female,9429.0,62.0,113.0,6.5,4000.0,9.0,56.0,Moderate,Neutral
35.0,Male,10818.0,74.0,122.0,5.9,4000.0,1.0,94.0,Moderate,
30.0,Female,7542.0,78.0,113.0,8.2,3649.0,1.0,96.0,Sedentary,Neutral
21.0,Female,5309.0,47.0,103.0,9.4,2957.0,9.0,54.0,Sedentary,Sad
23.0,Male,9302.0,67.0,119.0,4.1,4000.0,6.0,60.0,Sedentary,Neutral
23.0,Male,7147.0,67.0,93.0,6.4,3636.0,9.0,67.0,Moderate,Happy
31.0,Female,10590.0,76.0,112.0,8.7,4000.0,7.0,61.0,Intense,Sad
58.0,Female,8062.0,66.0,134.0,7.3,3988.0,1.0,93.0,Sedentary,Happy
35.0,Male,1573.0,66.0,118.0,6.6,1905.0,5.0,74.0,Intense,Neutral
49.0,Male,1000.0,62.0,110.0,9.6,1952.0,3.0,87.0,Intense,Happy
41.0,Male,5868.0,57.0,106.0,6.0,3179.0,5.0,75.0,Sedentary,Neutral
48.0,Female,9358.0,60.0,126.0,8.1,4000.0,2.0,84.0,Moderate,Neutral
18.0,Other,6523.0,68.0,137.0,7.8,3405.0,8.0,58.0,Sedentary,Happy
31.0,Female,9476.0,55.0,130.0,5.2,4000.0,6.0,69.0,Sedentary,Happy
50.0,Female,6013.0,74.0,119.0,6.6,3354.0,5.0,77.0,Moderate,Neutral
28.0,Female,14187.0,67.0,119.0,7.1,4000.0,7.0,63.0,Sedentary,Happy
56.0,Male,7436.0,52.0,115.0,8.8,3673.0,8.0,61.0,Moderate,Neutral
52.0,Female,8807.0,67.0,92.0,9.7,4000.0,1.0,87.0,Moderate,Sad
29.0,Male,5124.0,60.0,110.0,6.6,2830.0,3.0,82.0,Sedentary,Neutral
28.0,Male,6745.0,78.0,107.0,7.8,3367.0,2.0,96.0,Moderate,Neutral
22.0,Male,9481.0,52.0,109.0,8.2,4000.0,0.0,99.0,Moderate,Sad
27.0,Female,7861.0,63.0,129.0,7.7,3923.0,8.0,54.0,Sedentary,Happy
20.0,Female,1000.0,58.0,122.0,5.9,1881.0,6.0,65.0,Moderate,Neutral
40.0,Female,9497.0,70.0,106.0,7.1,4000.0,5.0,82.0,Moderate,Happy
18.0,Male,9827.0,72.0,134.0,8.2,4000.0,8.0,57.0,Moderate,Neutral
42.0,Male,10192.0,54.0,146.0,6.0,4000.0,7.0,63.0,Moderate,Neutral
42.0,Male,11298.0,66.0,129.0,5.3,4000.0,5.0,79.0,Moderate,Happy
18.0,Male,8542.0,78.0,159.0,4.9,4000.0,2.0,86.0,Sedentary,Happy
53.0,Male,15186.0,71.0,120.0,7.3,4000.0,5.0,69.0,Sedentary,Sad
41.0,Male,8700.0,77.0,145.0,4.3,4000.0,3.0,83.0,Moderate,Sad
43.0,Female,1092.0,67.0,130.0,5.8,1716.0,6.0,69.0,Sedentary,Neutral
25.0,Female,8671.0,54.0,145.0,4.7,4000.0,8.0,56.0,Sedentary,Sad
42.0,Male,11362.0,52.0,112.0,5.5,4000.0,6.0,64.0,Moderate,Neutral
48.0,Female,3866.0,60.0,114.0,6.3,2603.0,6.0,74.0,Intense,Sad
33.0,Male,7188.0,59.0,129.0,4.8,3458.0,8.0,57.0,Moderate,Happy
59.0,Male,11638.0,78.0,105.0,6.4,4000.0,1.0,94.0,Moderate,Neutral
35.0,Female,6306.0,80.0,97.0,5.4,3572.0,3.0,77.0,Moderate,Happy
48.0,Female,7287.0,70.0,90.0,6.9,3878.0,5.0,79.0,Moderate,Neutral
38.0,Male,10342.0,70.0,118.0,5.8,4000.0,8.0,57.0,Moderate,Neutral
42.0,Female,4153.0,57.0,140.0,8.6,2738.0,5.0,75.0,Intense,Neutral
18.0,Female,7964.0,69.0,127.0,7.6,4000.0,10.0,43.0,Sedentary,Neutral
39.0,Male,5084.0,53.0,105.0,5.4,3135.0,0.0,98.0,Moderate,Happy
26.0,Female,7195.0,56.0,112.0,8.1,3760.0,8.0,54.0,Moderate,Sad
24.0,Male,8710.0,77.0,117.0,5.0,4000.0,2.0,87.0,Intense,Neutral
55.0,Female,11180.0,67.0,93.0,8.1,4000.0,5.0,,Sedentary,Happy
32.0,Female,8937.0,70.0,124.0,9.8,4000.0,6.0,69.0,Intense,Neutral
22.0,Female,6304.0,45.0,117.0,7.6,3348.0,7.0,60.0,Moderate,Neutral
30.0,Male,11591.0,61.0,125.0,5.3,4000.0,3.0,81.0,Sedentary,Sad
19.0,Male,9846.0,60.0,114.0,6.7,4000.0,5.0,70.0,Moderate,Neutral
52.0,Female,2175.0,73.0,112.0,6.4,2129.0,7.0,72.0,Moderate,Neutral
26.0,Male,10513.0,72.0,93.0,5.9,4000.0,6.0,70.0,Moderate,Happy
41.0,Female,8194.0,72.0,134.0,6.7,3926.0,6.0,67.0,Sedentary,Neutral
51.0,Male,7901.0,66.0,120.0,6.8,3852.0,9.0,52.0,Sedentary,Sad
28.0,Male,11571.0,76.0,129.0,8.0,4000.0,7.0,71.0,Sedentary,Happy
41.0,Male,7387.0,58.0,102.0,7.9,3798.0,1.0,95.0,Sedentary,Happy
22.0,Female,10682.0,62.0,132.0,8.2,4000.0,4.0,79.0,Intense,Neutral
64.0,Male,11832.0,78.0,128.0,4.9,4000.0,0.0,100.0,Moderate,Neutral
46.0,Male,8186.0,65.0,111.0,5.2,4000.0,8.0,62.0,Moderate,Neutral
32.0,Male,9342.0,75.0,139.0,8.7,4000.0,7.0,64.0,Moderate,Neutral
25.0,Male,10082.0,61.0,104.0,6.6,4000.0,3.0,71.0,Intense,Neutral
33.0,Female,9387.0,65.0,134.0,7.3,4000.0,4.0,84.0,Intense,Neutral
30.0,Male,10668.0,73.0,126.0,7.3,4000.0,5.0,81.0,Moderate,Happy
58.0,Male,4866.0,75.0,118.0,6.1,2997.0,4.0,71.0,Intense,Sad
20.0,,6075.0,64.0,130.0,6.9,3314.0,7.0,66.0,Intense,Happy
36.0,Female,4221.0,53.0,133.0,6.2,2658.0,4.0,80.0,Moderate,Happy
34.0,Male,13058.0,57.0,127.0,4.5,4000.0,9.0,55.0,Intense,Neutral
33.0,Male,2972.0,61.0,135.0,6.2,2476.0,10.0,50.0,Sedentary,Happy
33.0,Male,11962.0,68.0,92.0,8.1,4000.0,4.0,75.0,Sedentary,Neutral
33.0,Male,9416.0,58.0,116.0,6.4,4000.0,7.0,62.0,Moderate,Neutral
45.0,Female,5371.0,68.0,116.0,7.8,3208.0,8.0,54.0,Sedentary,Neutral
42.0,Female,4185.0,67.0,106.0,7.0,2864.0,10.0,44.0,Sedentary,Happy
40.0,Male,7885.0,61.0,130.0,8.5,3880.0,3.0,83.0,Sedentary,Sad
18.0,Female,7326.0,49.0,119.0,8.7,3776.0,0.0,100.0,Sedentary,Happy
38.0,Female,9186.0,69.0,112.0,7.3,4000.0,10.0,53.0,Sedentary,Neutral
18.0,Female,1401.0,51.0,122.0,8.0,,5.0,81.0,Intense,Neutral
42.0,Female,7434.0,71.0,140.0,6.5,3768.0,5.0,74.0,Moderate,Sad
52.0,Male,5370.0,82.0,150.0,4.7,3205.0,6.0,71.0,Sedentary,Neutral
23.0,Other,11829.0,65.0,140.0,4.2,4000.0,6.0,76.0,Moderate,Neutral
31.0,Other,9227.0,60.0,106.0,,4000.0,8.0,64.0,Moderate,Sad
27.0,Female,6477.0,77.0,107.0,5.0,3536.0,3.0,88.0,Sedentary,Neutral
49.0,Female,12263.0,62.0,118.0,9.4,4000.0,8.0,56.0,Moderate,Happy
36.0,Female,6692.0,67.0,125.0,5.7,3502.0,5.0,68.0,Intense,Sad
,Male,7687.0,70.0,131.0,7.3,3956.0,6.0,73.0,Moderate,Neutral
39.0,Female,8811.0,58.0,123.0,6.7,4000.0,4.0,85.0,Sedentary,Happy
37.0,Female,10727.0,77.0,121.0,4.8,4000.0,2.0,88.0,Moderate,Neutral
35.0,Male,8035.0,74.0,129.0,5.9,3980.0,2.0,85.0,Sedentary,Neutral
44.0,Female,12261.0,82.0,111.0,7.0,4000.0,7.0,65.0,Moderate,Neutral
18.0,Female,6794.0,69.0,130.0,7.1,3789.0,4.0,68.0,Sedentary,Sad
36.0,Male,5057.0,62.0,118.0,6.4,3009.0,7.0,65.0,Moderate,Neutral
34.0,Female,12777.0,55.0,132.0,7.5,4000.0,6.0,65.0,Sedentary,Neutral
43.0,Male,7059.0,66.0,92.0,5.3,3405.0,5.0,78.0,Moderate,Happy
32.0,Female,9779.0,65.0,115.0,6.5,4000.0,8.0,62.0,Moderate,Happy
22.0,Female,10304.0,75.0,121.0,9.5,4000.0,1.0,82.0,Moderate,Happy
35.0,Female,14248.0,63.0,140.0,5.4,4000.0,2.0,94.0,Sedentary,Happy
22.0,Female,7108.0,59.0,135.0,8.9,3751.0,2.0,85.0,Intense,Neutral
18.0,Female,9583.0,50.0,112.0,5.8,4000.0,5.0,66.0,Sedentary,Neutral
43.0,Female,5651.0,64.0,134.0,5.4,3198.0,2.0,88.0,Intense,Neutral
41.0,Male,6556.0,59.0,132.0,7.2,3409.0,8.0,55.0,Sedentary,Sad
40.0,Female,5726.0,61.0,128.0,8.2,3080.0,1.0,91.0,Sedentary,Neutral
50.0,Other,10540.0,63.0,111.0,5.9,4000.0,7.0,62.0,Intense,Neutral
27.0,Male,10759.0,65.0,130.0,4.0,4000.0,9.0,53.0,Moderate,Happy
18.0,Male,9106.0,57.0,134.0,8.9,4000.0,9.0,51.0,Sedentary,Neutral
34.0,Female,5672.0,59.0,128.0,5.9,3206.0,0.0,100.0,Moderate,Neutral
30.0,Female,6047.0,76.0,110.0,5.1,3334.0,6.0,65.0,Sedentary,Neutral
24.0,Female,5894.0,62.0,129.0,7.4,3264.0,3.0,92.0,Moderate,Neutral
34.0,Male,9070.0,70.0,138.0,6.1,4000.0,1.0,100.0,Moderate,Happy
27.0,Female,3256.0,61.0,126.0,7.3,2664.0,3.0,88.0,Sedentary,Happy
18.0,Female,6809.0,62.0,132.0,5.6,3647.0,5.0,83.0,Sedentary,Sad
29.0,Female,3982.0,73.0,,6.0,2590.0,4.0,74.0,Moderate,Happy
21.0,Female,9519.0,60.0,133.0,5.4,4000.0,8.0,60.0,Moderate,Sad
37.0,Male,5026.0,71.0,109.0,5.5,2984.0,6.0,61.0,,Neutral
27.0,Female,13874.0,69.0,122.0,6.7,4000.0,4.0,81.0,Sedentary,Neutral
48.0,Male,11136.0,61.0,115.0,9.7,4000.0,7.0,64.0,Sedentary,Happy
54.0,Female,7732.0,55.0,122.0,7.2,3716.0,10.0,48.0,Moderate,Happy
43.0,Female,9240.0,71.0,145.0,6.4,4000.0,1.0,96.0,Intense,Neutral
18.0,Female,9405.0,60.0,113.0,6.8,4000.0,1.0,100.0,Moderate,Happy
53.0,Male,5119.0,62.0,100.0,4.7,3008.0,4.0,84.0,Sedentary,Neutral
53.0,Female,11714.0,60.0,118.0,9.5,4000.0,9.0,49.0,Moderate,Neutral
35.0,Male,7712.0,51.0,106.0,8.8,3798.0,8.0,55.0,Moderate,Happy
50.0,Male,5696.0,65.0,117.0,8.5,2905.0,4.0,78.0,Sedentary,Neutral
28.0,Male,9624.0,48.0,117.0,7.8,4000.0,4.0,80.0,Moderate,Happy
18.0,Female,4631.0,69.0,129.0,8.9,2820.0,7.0,60.0,Sedentary,Neutral
25.0,Female,9967.0,70.0,105.0,7.7,4000.0,1.0,89.0,Moderate,Neutral
55.0,Female,9029.0,64.0,135.0,7.7,4000.0,5.0,62.0,Moderate,Neutral
18.0,Female,6049.0,55.0,102.0,6.2,3171.0,7.0,64.0,Moderate,Neutral
34.0,Male,10869.0,69.0,102.0,7.7,4000.0,6.0,71.0,Sedentary,Neutral
35.0,,10115.0,45.0,116.0,9.4,4000.0,4.0,77.0,Sedentary,Happy
28.0,Female,7034.0,64.0,132.0,9.5,3602.0,4.0,82.0,Intense,Neutral
29.0,Female,9617.0,75.0,91.0,5.6,4000.0,7.0,61.0,Sedentary,Sad
35.0,Male,4003.0,67.0,123.0,5.0,2564.0,8.0,66.0,Moderate,Sad
28.0,Male,9474.0,59.0,119.0,7.2,4000.0,3.0,92.0,Moderate,Neutral
18.0,Male,3623.0,55.0,111.0,6.2,2554.0,2.0,87.0,Moderate,Neutral
37.0,Female,8385.0,84.0,110.0,7.0,4000.0,5.0,68.0,Sedentary,Sad
47.0,Male,10067.0,61.0,115.0,6.5,4000.0,6.0,67.0,Sedentary,Happy
45.0,Female,9015.0,63.0,138.0,6.2,4000.0,4.0,83.0,Intense,Sad
25.0,Male,12660.0,60.0,149.0,9.2,4000.0,4.0,73.0,Sedentary,Happy
19.0,Male,5619.0,57.0,112.0,6.5,3235.0,4.0,79.0,Moderate,Happy
31.0,Male,9226.0,45.0,117.0,7.1,4000.0,9.0,54.0,Sedentary,Neutral
53.0,Male,1602.0,60.0,117.0,4.7,1915.0,3.0,88.0,Sedentary,Happy
42.0,Female,6463.0,64.0,126.0,10.7,3177.0,5.0,,Moderate,Neutral
43.0,Male,,56.0,145.0,4.6,3486.0,5.0,84.0,Sedentary,Neutral
45.0,Female,12702.0,45.0,113.0,6.8,4000.0,8.0,58.0,Moderate,Neutral
40.0,Female,7929.0,66.0,126.0,8.3,3970.0,5.0,70.0,Moderate,Neutral
36.0,Male,10739.0,64.0,119.0,5.7,4000.0,0.0,100.0,Moderate,Neutral
42.0,Male,5286.0,76.0,99.0,6.8,3068.0,0.0,100.0,Sedentary,Happy
28.0,Female,7001.0,63.0,135.0,9.3,3510.0,2.0,98.0,Moderate,Neutral
18.0,Female,5489.0,49.0,129.0,6.8,3127.0,1.0,91.0,Sedentary,Happy
43.0,Male,5018.0,75.0,137.0,8.1,2906.0,4.0,87.0,Intense,Neutral
49.0,Female,5224.0,75.0,103.0,5.1,3082.0,,70.0,Sedentary,Neutral
21.0,Female,6158.0,53.0,126.0,,3366.0,4.0,72.0,Intense,Happy
44.0,Female,14128.0,69.0,133.0,10.6,4000.0,5.0,68.0,Moderate,Neutral
55.0,Female,7824.0,76.0,126.0,9.0,3947.0,7.0,55.0,Moderate,Happy
34.0,Female,3941.0,78.0,129.0,9.0,2651.0,1.0,100.0,Sedentary,Neutral
25.0,Male,6427.0,75.0,140.0,8.7,3427.0,10.0,53.0,Moderate,Happy
36.0,Female,11049.0,67.0,103.0,7.0,4000.0,5.0,75.0,Moderate,Happy
28.0,Male,5894.0,64.0,134.0,5.0,3330.0,7.0,68.0,Sedentary,Happy
27.0,Male,12462.0,60.0,119.0,5.4,4000.0,3.0,71.0,Sedentary,Happy
40.0,Female,11088.0,59.0,97.0,6.9,4000.0,,81.0,Sedentary,Sad
18.0,Female,7417.0,54.0,86.0,7.9,3750.0,1.0,92.0,Intense,Neutral
18.0,Female,6032.0,68.0,110.0,6.2,3409.0,3.0,79.0,Moderate,Neutral
35.0,Male,5147.0,63.0,136.0,8.6,3054.0,2.0,81.0,Sedentary,Sad
34.0,Other,8577.0,61.0,121.0,7.1,4000.0,2.0,91.0,Sedentary,Sad
39.0,Male,,63.0,118.0,7.3,4000.0,8.0,68.0,Moderate,Neutral
57.0,Male,12020.0,73.0,128.0,,4000.0,3.0,78.0,Intense,Neutral
36.0,Female,9070.0,70.0,122.0,5.3,4000.0,9.0,64.0,Moderate,Sad
42.0,Female,6942.0,49.0,109.0,5.6,3663.0,6.0,66.0,Moderate,Neutral
,Female,12123.0,84.0,135.0,6.4,4000.0,4.0,77.0,Moderate,Neutral
44.0,Female,10457.0,74.0,94.0,6.9,4000.0,4.0,81.0,Intense,Happy
28.0,Female,5937.0,61.0,139.0,6.7,3105.0,10.0,52.0,Sedentary,Sad
35.0,Male,7750.0,65.0,95.0,7.2,3718.0,5.0,70.0,Intense,Sad
33.0,Female,9981.0,64.0,114.0,7.5,4000.0,10.0,42.0,Sedentary,Neutral
47.0,Male,8914.0,56.0,100.0,6.7,4000.0,5.0,77.0,Moderate,Neutral
19.0,Female,4976.0,61.0,109.0,10.2,3124.0,2.0,95.0,Moderate,Happy
18.0,Male,8527.0,56.0,104.0,5.6,4000.0,3.0,77.0,Intense,Neutral
32.0,Male,5973.0,72.0,132.0,7.2,3087.0,3.0,82.0,Intense,Happy
40.0,Female,8190.0,51.0,117.0,9.7,3918.0,0.0,100.0,Sedentary,Neutral
36.0,Male,4101.0,59.0,124.0,5.8,2730.0,5.0,76.0,Moderate,Neutral
49.0,Male,,57.0,101.0,5.2,3124.0,2.0,90.0,Intense,Neutral
40.0,Male,14295.0,79.0,111.0,8.7,4000.0,9.0,57.0,Intense,Happy
28.0,Male,6721.0,71.0,134.0,8.8,3594.0,7.0,70.0,Moderate,Neutral
18.0,Female,11340.0,69.0,124.0,5.4,4000.0,4.0,88.0,Intense,Neutral
32.0,Male,7622.0,73.0,103.0,7.5,3917.0,5.0,79.0,Sedentary,Happy
47.0,Female,4391.0,65.0,114.0,8.8,2961.0,1.0,100.0,Sedentary,Neutral
30.0,Female,4760.0,63.0,123.0,6.5,2989.0,3.0,88.0,Moderate,Happy
35.0,Female,5621.0,63.0,148.0,8.1,3277.0,8.0,50.0,Intense,Sad
40.0,Female,14437.0,61.0,137.0,8.6,4000.0,7.0,61.0,Sedentary,Happy
22.0,Female,7306.0,70.0,152.0,8.5,3652.0,10.0,57.0,Sedentary,Neutral
42.0,Male,8543.0,72.0,127.0,6.9,4000.0,9.0,67.0,Moderate,Neutral
54.0,Female,10045.0,70.0,115.0,3.6,4000.0,5.0,69.0,Sedentary,Neutral
32.0,Male,9513.0,,131.0,4.0,4000.0,9.0,49.0,Moderate,Neutral
21.0,Female,10594.0,60.0,149.0,7.5,4000.0,3.0,86.0,Sedentary,Happy
34.0,Male,6423.0,82.0,105.0,7.8,3418.0,6.0,63.0,Moderate,Neutral
18.0,Male,4448.0,62.0,93.0,9.1,2932.0,3.0,76.0,Sedentary,Sad
39.0,Female,5166.0,76.0,89.0,6.9,3017.0,3.0,85.0,Sedentary,Happy
40.0,Male,3404.0,61.0,145.0,5.9,2470.0,5.0,75.0,Sedentary,Happy
55.0,Female,6439.0,62.0,133.0,8.9,3467.0,2.0,90.0,Sedentary,Sad
32.0,Male,1000.0,68.0,124.0,8.1,1744.0,8.0,60.0,Moderate,Happy
,Other,10173.0,77.0,111.0,6.8,4000.0,9.0,42.0,Intense,Neutral
24.0,Male,9716.0,68.0,130.0,4.5,4000.0,5.0,75.0,Moderate,Happy
30.0,Male,5073.0,60.0,125.0,7.6,3197.0,5.0,80.0,Moderate,Neutral
18.0,Male,3869.0,84.0,118.0,9.2,2486.0,5.0,71.0,Moderate,Neutral
32.0,Male,12583.0,66.0,106.0,9.7,4000.0,5.0,84.0,Sedentary,Sad
31.0,Male,10899.0,63.0,111.0,6.9,,,72.0,Intense,Happy
38.0,Male,7227.0,69.0,133.0,8.4,3744.0,6.0,67.0,Moderate,Sad
27.0,Male,5974.0,56.0,117.0,6.8,3251.0,8.0,62.0,Moderate,Neutral
36.0,Male,8114.0,71.0,141.0,8.3,4000.0,8.0,62.0,Moderate,Happy
30.0,Male,3677.0,56.0,134.0,8.2,2482.0,5.0,67.0,Sedentary,Neutral
31.0,Male,8878.0,70.0,110.0,4.3,4000.0,6.0,71.0,Sedentary,Happy
35.0,Female,4393.0,77.0,113.0,6.9,2736.0,3.0,81.0,Sedentary,Neutral
35.0,Male,1000.0,57.0,134.0,4.9,1553.0,8.0,70.0,Moderate,Sad
44.0,Female,5558.0,65.0,137.0,7.8,3204.0,4.0,90.0,Sedentary,Neutral
33.0,Female,4954.0,67.0,123.0,7.0,2951.0,6.0,75.0,Sedentary,Happy
30.0,Female,13420.0,72.0,105.0,7.5,4000.0,9.0,52.0,Intense,Neutral
32.0,Male,13024.0,69.0,116.0,8.1,4000.0,6.0,67.0,Moderate,Neutral
26.0,Female,4651.0,65.0,106.0,7.7,2879.0,4.0,76.0,Intense,Sad
30.0,Male,7699.0,75.0,,7.8,3984.0,6.0,66.0,Moderate,Neutral
59.0,Female,6031.0,66.0,122.0,9.0,3380.0,5.0,80.0,Moderate,Neutral
24.0,Female,13513.0,59.0,116.0,6.8,4000.0,8.0,63.0,Sedentary,Neutral
31.0,Female,2539.0,56.0,110.0,7.8,2214.0,5.0,71.0,Moderate,Happy
30.0,Female,9395.0,74.0,88.0,5.3,4000.0,6.0,56.0,Moderate,Neutral
32.0,Female,11833.0,76.0,113.0,6.5,4000.0,8.0,65.0,Sedentary,Sad
31.0,Male,6362.0,66.0,120.0,9.5,3260.0,7.0,62.0,Moderate,Neutral
38.0,Female,8070.0,53.0,106.0,5.5,4000.0,6.0,75.0,Moderate,Happy
18.0,Male,11159.0,60.0,131.0,8.2,4000.0,6.0,59.0,Sedentary,Neutral
47.0,Female,4679.0,75.0,102.0,8.9,2936.0,5.0,67.0,Intense,Neutral
42.0,Male,9909.0,69.0,122.0,7.3,4000.0,6.0,71.0,Moderate,Neutral
20.0,Male,3354.0,53.0,128.0,7.5,2659.0,3.0,100.0,Sedentary,Neutral
18.0,Female,3213.0,69.0,116.0,5.1,2460.0,8.0,55.0,Moderate,Neutral
23.0,Male,10551.0,64.0,104.0,8.5,4000.0,1.0,86.0,Sedentary,Happy
32.0,Female,5099.0,72.0,118.0,6.1,2943.0,9.0,52.0,,Neutral
65.0,Female,8538.0,61.0,104.0,7.8,4000.0,8.0,52.0,Moderate,Neutral
41.0,Female,4465.0,75.0,118.0,7.7,2798.0,7.0,66.0,Moderate,Neutral
18.0,Male,8841.0,63.0,124.0,4.6,4000.0,7.0,68.0,Intense,Neutral
26.0,Female,3022.0,45.0,118.0,6.9,2524.0,9.0,50.0,Intense,Happy
34.0,Female,11886.0,60.0,108.0,5.9,4000.0,2.0,82.0,Intense,Neutral
38.0,Male,10440.0,67.0,111.0,7.1,4000.0,0.0,100.0,Sedentary,Happy
19.0,Female,6196.0,66.0,143.0,8.8,3448.0,2.0,90.0,Moderate,Sad
33.0,Male,2410.0,61.0,143.0,7.8,2155.0,8.0,59.0,Moderate,Neutral
26.0,Male,,52.0,115.0,7.3,3775.0,3.0,81.0,Sedentary,Neutral
21.0,Male,6924.0,74.0,110.0,7.9,3553.0,2.0,92.0,Sedentary,Neutral
38.0,Female,6366.0,78.0,117.0,5.7,3234.0,8.0,51.0,Moderate,Neutral
44.0,Male,11151.0,57.0,101.0,8.2,4000.0,5.0,70.0,Sedentary,Neutral
45.0,Male,11640.0,71.0,109.0,6.9,4000.0,6.0,72.0,Moderate,
41.0,Female,9282.0,69.0,132.0,3.5,4000.0,1.0,87.0,Moderate,Neutral
29.0,Male,12471.0,54.0,136.0,9.2,4000.0,6.0,73.0,Intense,Neutral
43.0,Female,1000.0,67.0,136.0,6.8,1772.0,4.0,83.0,Sedentary,Sad
38.0,Male,7087.0,87.0,98.0,6.0,3576.0,4.0,85.0,Moderate,Neutral
36.0,Male,6944.0,54.0,124.0,10.2,3544.0,4.0,79.0,Intense,Sad
27.0,Male,10526.0,75.0,124.0,7.5,4000.0,6.0,69.0,Moderate,Neutral
29.0,Female,7044.0,64.0,111.0,5.2,3618.0,8.0,55.0,Sedentary,Neutral
35.0,Female,9666.0,62.0,137.0,5.9,4000.0,3.0,82.0,Moderate,Sad
64.0,Female,6555.0,75.0,152.0,7.2,3573.0,9.0,49.0,Moderate,Neutral
38.0,Female,5977.0,60.0,115.0,9.1,3150.0,6.0,71.0,Moderate,Happy
27.0,Male,10403.0,65.0,142.0,6.7,4000.0,4.0,78.0,Moderate,Happy
25.0,Female,7994.0,63.0,103.0,7.6,3818.0,4.0,79.0,Moderate,Neutral
29.0,Female,8921.0,57.0,116.0,8.5,4000.0,9.0,59.0,Moderate,Neutral
61.0,Female,4279.0,74.0,122.0,6.2,2835.0,7.0,66.0,Intense,Happy
30.0,Other,10033.0,68.0,144.0,6.9,4000.0,2.0,98.0,Intense,Neutral
45.0,Male,4768.0,83.0,99.0,7.4,3077.0,8.0,60.0,Moderate,Happy
30.0,Male,13139.0,66.0,145.0,6.0,4000.0,7.0,64.0,Moderate,Happy
38.0,Female,7230.0,64.0,96.0,5.9,3659.0,10.0,51.0,Moderate,Neutral
